t,tauM,thetaM,Reference
16.79345703125,1.3438451290130615,-0.030456220731139183,0.006341463886201382
16.79400634765625,1.4185492992401123,-0.028579700738191605,0.012112193740904331
16.79461669921875,2.0543649196624756,-0.02659892849624157,0.018475782126188278
16.795166015625,2.4212453365325928,-0.024513905867934227,0.024138448759913445
16.79571533203125,1.1114321947097778,-0.022339526563882828,0.029720211401581764
16.7962646484375,1.265820860862732,-0.020135359838604927,0.03520230948925018
16.79681396484375,1.9497790336608887,-0.017871620133519173,0.04056631028652191
16.79742431640625,2.3249599933624268,-0.015503630973398685,0.046365886926651
16.7979736328125,2.711761474609375,-0.012986711226403713,0.05142190679907799
16.79852294921875,1.3438451290130615,-0.010335753671824932,0.05630528926849365
16.799072265625,1.396968126296997,-0.0076252250000834465,0.06099960580468178
16.79962158203125,1.1164125204086304,-0.004914695862680674,0.06548906117677689
16.80023193359375,1.0666097402572632,-0.0021594874560832977,0.07021871954202652
16.80078125,1.4069286584854126,0.0006850787904113531,0.07422696053981781
16.80133056640625,0.4274740517139435,0.0036190031096339226,0.07798580825328827
16.8018798828125,-0.713009774684906,0.006597606465220451,0.08148260414600372
16.802490234375,-1.4567313194274902,0.009486852213740349,0.08504629135131836
16.80303955078125,-0.566921591758728,0.012256952933967113,0.08795229345560074
16.8035888671875,-0.8690584897994995,0.015027054585516453,0.09056264907121658
16.80413818359375,-1.5878785848617554,0.017797155305743217,0.09286854416131973
16.8046875,-2.175551652908325,0.02046300657093525,0.0948622077703476
16.8052978515625,-2.5075700283050537,0.023024605587124825,0.09670302271842957
16.80584716796875,-2.8213274478912354,0.025407487526535988,0.09801669418811798
16.806396484375,-2.894371747970581,0.02765633352100849,0.0990007221698761
16.80694580078125,-3.055400848388672,0.029771141707897186,0.0996517464518547
16.8074951171875,-3.096903085708618,0.03175191208720207,0.09996756166219711
16.80810546875,-3.1467056274414062,0.03361354023218155,0.09992402046918869
16.80865478515625,-3.2147693634033203,0.035311345010995865,0.099529929459095
16.8092041015625,-3.2363507747650146,0.03684532642364502,0.09880093485116959
16.80975341796875,-3.286153793334961,0.03820059075951576,0.09773945063352585
16.81036376953125,-3.259592056274414,0.039406925439834595,0.09617441147565842
16.8109130859375,-3.2512917518615723,0.040434543043375015,0.09442397952079773
16.81146240234375,-3.3210153579711914,0.041283443570137024,0.09235569089651108
16.81201171875,-3.286153793334961,0.04198341444134712,0.089976467192173
16.81256103515625,-3.143385648727417,0.04250467196106911,0.08729430288076401
16.81317138671875,-3.181567668914795,0.042891889810562134,0.08396978676319122
16.813720703125,-3.3027546405792236,0.04310039058327675,0.08067881315946579
16.81427001953125,-3.2463114261627197,0.0431450717151165,0.07711610943078995
16.8148193359375,-3.259592056274414,0.043070606887340546,0.07329363375902176
16.8154296875,-3.3210153579711914,0.04278763756155968,0.06875742971897125
16.81597900390625,-3.296113967895508,0.0423557423055172,0.06442975252866745
16.8165283203125,-2.6868600845336914,0.04176001995801926,0.05988495424389839
16.81707763671875,-2.665278911590576,0.04104515537619591,0.05513831973075867
16.817626953125,-2.7947661876678467,0.0401962548494339,0.050205815583467484
